,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters,SRCIATA,DESTINIATA
7817,3745,Syracuse Hancock International Airport,3486,Cleveland Hopkins International Airport,18423,555654,SYR,CLE
7818,3745,Syracuse Hancock International Airport,3494,Newark Liberty International Airport,13994,403047,SYR,EWR
7819,3745,Syracuse Hancock International Airport,3714,Washington Dulles International Airport,21421,601264,SYR,IAD
7821,3698,Tallahassee Regional Airport,3878,Orlando International Airport,14413,443362,TLH,MCO
7822,3698,Tallahassee Regional Airport,3646,Tampa International Airport,14841,394504,TLH,TPA
7823,3646,Tampa International Airport,3486,Cleveland Hopkins International Airport,59001,1773898,TPA,CLE
7825,3646,Tampa International Airport,3494,Newark Liberty International Airport,59393,1806872,TPA,EWR
7828,3646,Tampa International Airport,3472,Gainesville Regional Airport,7920,226952,TPA,GNV
7829,3646,Tampa International Airport,3714,Washington Dulles International Airport,48313,1472956,TPA,IAD
7830,3646,Tampa International Airport,3550,George Bush Intercontinental Houston Airport,51181,1603804,TPA,IAH
7831,3646,Tampa International Airport,3712,Jacksonville International Airport,12205,344962,TPA,JAX
7833,3646,Tampa International Airport,3722,Palm Beach International Airport,12271,340987,TPA,PBI
7834,3646,Tampa International Airport,3564,Pensacola Regional Airport,23969,756021,TPA,PNS
7835,3646,Tampa International Airport,3698,Tallahassee Regional Airport,15046,395863,TPA,TLH
7837,3855,Tulsa International Airport,3494,Newark Liberty International Airport,71256,2140653,TUL,EWR
7838,3855,Tulsa International Airport,3714,Washington Dulles International Airport,64565,1926764,TUL,IAD
7839,3855,Tulsa International Airport,3550,George Bush Intercontinental Houston Airport,26464,793719,TUL,IAH
7842,3636,Tucson International Airport,3550,George Bush Intercontinental Houston Airport,54958,1722424,TUS,IAH
7844,3636,Tucson International Airport,3469,San Francisco International Airport,46364,1390328,TUS,SFO
7846,3848,Tyler Pounds Regional Airport,3550,George Bush Intercontinental Houston Airport,11106,305441,TYR,IAH
7847,3676,McGhee Tyson Airport,3751,Denver International Airport,68325,2131953,TYS,DEN
7848,3676,McGhee Tyson Airport,3494,Newark Liberty International Airport,37963,1140224,TYS,EWR
7849,3676,McGhee Tyson Airport,3714,Washington Dulles International Airport,25689,780020,TYS,IAD
7850,3676,McGhee Tyson Airport,3550,George Bush Intercontinental Houston Airport,48796,1502495,TYS,IAH
7852,3873,Destin-Ft Walton Beach Airport,3550,George Bush Intercontinental Houston Airport,31000,948021,VPS,IAH
7854,4356,Northwest Arkansas Regional Airport,3751,Denver International Airport,39852,1211718,XNA,DEN
7855,4356,Northwest Arkansas Regional Airport,3494,Newark Liberty International Airport,69021,2059263,XNA,EWR
7856,4356,Northwest Arkansas Regional Airport,3550,George Bush Intercontinental Houston Airport,30626,897799,XNA,IAH
7858,3596,Yuma MCAS/Yuma International Airport,3484,Los Angeles International Airport,15694,464986,YUM,LAX
7859,4355,Lehigh Valley International Airport,3876,Charlotte Douglas International Airport,30420,905045,ABE,CLT
7860,4355,Lehigh Valley International Airport,3752,Philadelphia International Airport,4246,115676,ABE,PHL
7861,3718,Abilene Regional Airport,3670,Dallas Fort Worth International Airport,8910,274161,ABI,DFW
7862,4019,Albuquerque International Sunport,3670,Dallas Fort Worth International Airport,33328,1013388,ABQ,DFW
7864,4019,Albuquerque International Sunport,3830,Chicago O'Hare International Airport,69193,2155763,ABQ,ORD
7866,3700,Waco Regional Airport,3670,Dallas Fort Worth International Airport,6260,180180,ACT,DFW
7867,3852,Alexandria International Airport,3670,Dallas Fort Worth International Airport,16663,515391,AEX,DFW
7868,3658,Augusta Regional At Bush Field,3876,Charlotte Douglas International Airport,9077,274284,AGS,CLT
7869,3658,Augusta Regional At Bush Field,3520,Ronald Reagan Washington National Airport,28683,888212,AGS,DCA
7870,3864,Albany International Airport,3876,Charlotte Douglas International Airport,42105,1254292,ALB,CLT
7871,3864,Albany International Airport,3520,Ronald Reagan Washington National Airport,21391,607115,ALB,DCA
7872,3864,Albany International Airport,3752,Philadelphia International Airport,14074,402243,ALB,PHL
7873,5718,Waterloo Regional Airport,3830,Chicago O'Hare International Airport,15284,416567,ALO,ORD
7874,3840,Rick Husband Amarillo International Airport,3670,Dallas Fort Worth International Airport,18314,540058,AMA,DFW
7875,3774,Ted Stevens Anchorage International Airport,3462,Phoenix Sky Harbor International Airport,214882,5828020,ANC,PHX
7876,3838,Watertown International Airport,3830,Chicago O'Hare International Airport,40994,1221395,ART,ORD
7877,3838,Watertown International Airport,3752,Philadelphia International Airport,18350,536332,ART,PHL
7884,3673,Austin Bergstrom International Airport,3876,Charlotte Douglas International Airport,62057,1906313,AUS,CLT
7885,3673,Austin Bergstrom International Airport,3670,Dallas Fort Worth International Airport,11349,346245,AUS,DFW
7886,3673,Austin Bergstrom International Airport,3797,John F Kennedy International Airport,93324,2841714,AUS,JFK
7888,3673,Austin Bergstrom International Airport,3830,Chicago O'Hare International Airport,60479,1813378,AUS,ORD
7889,3673,Austin Bergstrom International Airport,3752,Philadelphia International Airport,87086,2663654,AUS,PHL
7891,4007,Asheville Regional Airport,3876,Charlotte Douglas International Airport,6214,167235,AVL,CLT
7892,4286,Wilkes Barre Scranton International Airport,3876,Charlotte Douglas International Airport,31727,950188,AVP,CLT
7893,4286,Wilkes Barre Scranton International Airport,3752,Philadelphia International Airport,6921,198499,AVP,PHL
7894,4039,Kalamazoo Battle Creek International Airport,3830,Chicago O'Hare International Airport,9054,257821,AZO,ORD
7895,3825,Bradley International Airport,3876,Charlotte Douglas International Airport,41950,1222722,BDL,CLT
7896,3825,Bradley International Airport,3520,Ronald Reagan Washington National Airport,21010,578949,BDL,DCA
7897,3825,Bradley International Airport,3670,Dallas Fort Worth International Airport,90516,2739290,BDL,DFW
7898,3825,Bradley International Airport,3484,Los Angeles International Airport,153383,4701862,BDL,LAX
7899,3825,Bradley International Airport,3576,Miami International Airport,74701,2277248,BDL,MIA
7900,3825,Bradley International Airport,3830,Chicago O'Hare International Airport,50177,1481951,BDL,ORD
7901,3825,Bradley International Airport,3752,Philadelphia International Airport,13693,374077,BDL,PHL
7902,3825,Bradley International Airport,3570,Pittsburgh International Airport,28845,808818,BDL,PIT
7903,3558,Meadows Field,3462,Phoenix Sky Harbor International Airport,26601,792728,BFL,PHX
7904,4129,Greater Binghamton/Edwin A Link field,3752,Philadelphia International Airport,11291,319727,BGM,PHL
7905,3463,Bangor International Airport,3520,Ronald Reagan Washington National Airport,37411,1080242,BGR,DCA
7906,3463,Bangor International Airport,3752,Philadelphia International Airport,30094,875370,BGR,PHL
7907,3811,Birmingham-Shuttlesworth International Airport,3876,Charlotte Douglas International Airport,20610,613483,BHM,CLT
7908,3811,Birmingham-Shuttlesworth International Airport,3520,Ronald Reagan Washington National Airport,39248,1192020,BHM,DCA
7909,3811,Birmingham-Shuttlesworth International Airport,3670,Dallas Fort Worth International Airport,34593,1063961,BHM,DFW
7910,3811,Birmingham-Shuttlesworth International Airport,3576,Miami International Airport,41552,1297125,BHM,MIA
7911,3811,Birmingham-Shuttlesworth International Airport,3752,Philadelphia International Airport,46245,1394058,BHM,PHL
7912,4037,Central Illinois Regional Airport at Bloomington-Normal,3670,Dallas Fort Worth International Airport,43311,1279769,BMI,DFW
7913,4037,Central Illinois Regional Airport at Bloomington-Normal,3830,Chicago O'Hare International Airport,7337,211325,BMI,ORD
7914,3690,Nashville International Airport,3876,Charlotte Douglas International Airport,23303,647292,BNA,CLT
7915,3690,Nashville International Airport,3520,Ronald Reagan Washington National Airport,34695,1061094,BNA,DCA
7916,3690,Nashville International Airport,3670,Dallas Fort Worth International Airport,36262,1110812,BNA,DFW
7917,3690,Nashville International Airport,3797,John F Kennedy International Airport,47930,1441193,BNA,JFK
7920,3690,Nashville International Airport,3576,Miami International Airport,47212,1464752,BNA,MIA
7921,3690,Nashville International Airport,3830,Chicago O'Hare International Airport,26253,797988,BNA,ORD
7924,3448,General Edward Lawrence Logan International Airport,3820,Buffalo Niagara International Airport,24163,722112,BOS,BUF
7925,3448,General Edward Lawrence Logan International Airport,3876,Charlotte Douglas International Airport,46749,1362951,BOS,CLT
7926,3448,General Edward Lawrence Logan International Airport,1852,Cancún International Airport,217725,5794582,BOS,CUN
7927,3448,General Edward Lawrence Logan International Airport,3520,Ronald Reagan Washington National Airport,25808,719177,BOS,DCA
7928,3448,General Edward Lawrence Logan International Airport,3670,Dallas Fort Worth International Airport,95315,2879518,BOS,DFW
7929,3448,General Edward Lawrence Logan International Airport,3797,John F Kennedy International Airport,12981,349615,BOS,JFK
7931,3448,General Edward Lawrence Logan International Airport,3697,La Guardia Airport,12490,341776,BOS,LGA
7932,3448,General Edward Lawrence Logan International Airport,3542,Harrisburg International Airport,22530,642158,BOS,MDT
7933,3448,General Edward Lawrence Logan International Airport,3576,Miami International Airport,79500,2417476,BOS,MIA
7934,3448,General Edward Lawrence Logan International Airport,3830,Chicago O'Hare International Airport,53969,1611037,BOS,ORD
7935,3448,General Edward Lawrence Logan International Airport,3752,Philadelphia International Airport,18492,514306,BOS,PHL
7936,3448,General Edward Lawrence Logan International Airport,3462,Phoenix Sky Harbor International Airport,139472,4264694,BOS,PHX
7937,3448,General Edward Lawrence Logan International Airport,3570,Pittsburgh International Airport,33748,952002,BOS,PIT
7938,3448,General Edward Lawrence Logan International Airport,3608,Richmond International Airport,31889,898454,BOS,RIC
7939,3448,General Edward Lawrence Logan International Airport,3622,Greater Rochester International Airport,21669,646151,BOS,ROC
7940,3448,General Edward Lawrence Logan International Airport,3745,Syracuse Hancock International Airport,17025,506026,BOS,SYR
7941,3612,Southeast Texas Regional Airport,3670,Dallas Fort Worth International Airport,17755,509127,BPT,DFW
7942,3738,Brownsville South Padre Island International Airport,3670,Dallas Fort Worth International Airport,29552,875745,BRO,DFW
7943,3846,Baton Rouge Metropolitan Airport,3876,Charlotte Douglas International Airport,40102,1239201,BTR,CLT
7944,3846,Baton Rouge Metropolitan Airport,3670,Dallas Fort Worth International Airport,23243,716618,BTR,DFW
7945,3711,Burlington International Airport,3520,Ronald Reagan Washington National Airport,31228,833869,BTV,DCA
7946,3711,Burlington International Airport,3752,Philadelphia International Airport,23911,628997,BTV,PHL
7947,3820,Buffalo Niagara International Airport,3448,General Edward Lawrence Logan International Airport,24112,725144,BUF,BOS
7948,3820,Buffalo Niagara International Airport,3876,Charlotte Douglas International Airport,36526,1070133,BUF,CLT
7949,3820,Buffalo Niagara International Airport,3520,Ronald Reagan Washington National Airport,24703,619326,BUF,DCA
7950,3820,Buffalo Niagara International Airport,3830,Chicago O'Hare International Airport,30335,891446,BUF,ORD
7951,3820,Buffalo Niagara International Airport,3752,Philadelphia International Airport,22069,649856,BUF,PHL
7954,3849,Baltimore/Washington International Thurgood Marshall Airport,3670,Dallas Fort Worth International Airport,72687,2223622,BWI,DFW
7955,3849,Baltimore/Washington International Thurgood Marshall Airport,3797,John F Kennedy International Airport,11880,336652,BWI,JFK
7956,3849,Baltimore/Washington International Thurgood Marshall Airport,3576,Miami International Airport,56283,1756674,BWI,MIA
7957,3849,Baltimore/Washington International Thurgood Marshall Airport,3830,Chicago O'Hare International Airport,39048,1156177,BWI,ORD
7958,3849,Baltimore/Washington International Thurgood Marshall Airport,3752,Philadelphia International Airport,5642,158592,BWI,PHL
7960,3561,Columbia Metropolitan Airport,3876,Charlotte Douglas International Airport,5913,168360,CAE,CLT
7961,3561,Columbia Metropolitan Airport,3520,Ronald Reagan Washington National Airport,25499,784839,CAE,DCA
7962,3561,Columbia Metropolitan Airport,3670,Dallas Fort Worth International Airport,52644,1622364,CAE,DFW
7963,3561,Columbia Metropolitan Airport,3752,Philadelphia International Airport,33056,993989,CAE,PHL
7964,4112,Akron Canton Regional Airport,3876,Charlotte Douglas International Airport,25560,753821,CAK,CLT
7965,4112,Akron Canton Regional Airport,3520,Ronald Reagan Washington National Airport,20322,581097,CAK,DCA
7966,4112,Akron Canton Regional Airport,3752,Philadelphia International Airport,23192,684260,CAK,PHL
7967,3578,Lovell Field,3876,Charlotte Douglas International Airport,18301,545370,CHA,CLT
7968,3578,Lovell Field,3520,Ronald Reagan Washington National Airport,31237,949785,CHA,DCA
7969,3578,Lovell Field,3670,Dallas Fort Worth International Airport,42519,1309525,CHA,DFW
7970,3578,Lovell Field,3830,Chicago O'Hare International Airport,33757,1019319,CHA,ORD
7971,4015,Charlottesville Albemarle Airport,3876,Charlotte Douglas International Airport,16111,451015,CHO,CLT
7972,4015,Charlottesville Albemarle Airport,3697,La Guardia Airport,20886,564344,CHO,LGA
7973,4015,Charlottesville Albemarle Airport,3830,Chicago O'Hare International Airport,42178,1231526,CHO,ORD
7974,4015,Charlottesville Albemarle Airport,3752,Philadelphia International Airport,14252,379281,CHO,PHL
7975,3806,Charleston Air Force Base-International Airport,3876,Charlotte Douglas International Airport,10838,327233,CHS,CLT
7976,3806,Charleston Air Force Base-International Airport,3520,Ronald Reagan Washington National Airport,27125,840399,CHS,DCA
